id,1st,2nd,3rd,wt
2431,2,2,2,1.11111111111111 
301,1,4,4,0.71264367816092 
2054,1,4,4,0.80882352941177 
956,1,4,4,0.87301587301587 
1295,2,1,1,0.87301587301587 
57,2,9,9,2.66666666666666 
4571,1,4,4,1.60000000000000 
4341,6,3,4,0.69230769230769 
2598,2,2,1,1.05555555555555 
3875,1,4,4,0.70370370370370 
1160,1,3,3,0.73913043478261 
3601,1,4,4,0.80882352941177 
1472,1,3,4,0.73333333333333 
626,1,4,4,0.96774193548387 
2680,2,1,1,0.80882352941177 
1007,1,4,4,0.43750000000000 
1855,2,2,3,0.90410958904110 
1323,2,1,1,0.81818181818182 
3881,1,4,4,0.93650793650794 
4298,2,1,1,0.93650793650794 
4250,3,2,3,0.93333333333333 
26,2,9,9,0.71264367816092 
1083,2,3,2,0.87301587301587 
928,1,4,3,0.70212765957447 
2071,1,3,4,0.71264367816092 
25,1,1,4,1.11111111111111 
1183,6,9,9,2.60000000000000 
951,1,9,3,1.50000000000000 
3088,2,1,1,0.97297297297297 
4434,1,3,4,0.90410958904110 
2594,1,4,4,1.20000000000000 
4551,3,3,3,0.75000000000000 
307,1,4,4,0.83333333333333 
3298,1,4,4,0.68085106382979 
1455,1,9,4,0.70212765957447 
3315,1,3,3,0.69230769230769 
3387,2,1,1,0.96774193548387 
1521,4,2,2,1.00000000000000 
1830,1,3,4,0.71264367816092 
2470,1,4,3,0.68085106382979 
355,1,4,4,1.63636363636363 
1132,1,4,4,0.94117647058824 
1091,1,3,2,0.93650793650794 
3024,2,2,1,0.81481481481482 
1635,2,1,1,0.80882352941177 
838,1,1,1,0.73333333333333 
2585,1,4,4,3.66666666666666 
2777,1,3,3,2.66666666666666 
3,1,3,2,1.03030303030303 
3762,1,4,3,1.50000000000000 
4539,2,1,1,0.70370370370370 
1081,1,4,4,1.00000000000000 
1570,5,1,2,1.03030303030303 
2962,5,1,1,0.93333333333333 
1825,5,3,1,1.06250000000000 
3131,3,3,4,1.50000000000000 
3646,1,3,4,1.12068965517241 
2668,5,1,2,0.80882352941177 
29,1,4,4,0.66000000000000 
4464,2,1,1,0.73913043478261 
1683,3,3,3,0.96774193548387 
3232,2,2,2,1.15384615384615 
3889,3,4,4,0.73913043478261 
4100,1,3,3,1.50000000000000 
3185,1,1,4,0.92857142857143 
591,2,3,3,0.81481481481482 
4358,1,4,4,1.15384615384615 
1054,1,3,3,0.68750000000000 
3163,3,3,3,0.96774193548387 
3521,1,3,3,0.78260869565217 
2536,3,4,3,0.96774193548387 
208,1,3,4,0.66000000000000 
2964,2,2,1,0.81481481481482 
2502,5,3,2,0.80882352941177 
945,1,3,3,1.06250000000000 
467,6,3,3,1.18750000000000 
3833,2,2,1,0.54545454545455 
4177,2,2,1,2.14285714285714 
3312,1,4,4,0.69230769230769 
1122,1,4,4,0.78260869565217 
3744,1,3,4,0.90410958904110 
2486,5,3,3,0.80882352941177 
4042,2,1,1,1.03030303030303 
4692,1,3,3,2.10000000000000 
2588,1,4,4,1.20000000000000 
604,5,3,3,0.97297297297297 
608,1,3,3,0.82608695652174 
79,6,3,3,0.70212765957447 
629,1,4,3,0.90410958904110 
91,6,4,3,0.77777777777778 
4103,1,4,4,0.78260869565217 
650,1,3,3,1.03030303030303 
611,1,3,3,0.70370370370370 
4144,1,1,4,0.86956521739130 
2547,6,2,9,1.18750000000000 
123,1,4,4,0.92857142857143 
4063,1,4,4,0.80882352941177 
704,1,4,4,0.93650793650794 
726,1,4,3,1.25000000000000 
717,1,4,4,0.97297297297297 
2991,1,3,4,1.38461538461538 
4180,2,9,2,0.43750000000000 
4206,1,4,4,0.83333333333333 
175,2,1,1,0.93333333333333 
747,2,2,3,0.90410958904110 
3876,2,2,2,0.54545454545455 
2725,1,4,4,1.05555555555555 
753,2,3,3,0.88571428571429 
4268,1,4,4,0.43750000000000 
4261,1,3,3,0.96774193548387 
784,1,4,3,0.73809523809524 
182,6,3,3,0.93650793650794 
4013,1,4,4,0.73333333333333 
3735,1,4,4,0.93650793650794 
782,1,4,4,0.75000000000000 
243,5,3,3,0.73809523809524 
839,4,2,9,0.93650793650794 
1394,2,3,3,0.73809523809524 
2438,3,9,1,0.93333333333333 
266,1,4,4,1.12068965517241 
4323,1,3,3,0.73809523809524 
816,1,4,3,0.73333333333333 
256,2,1,1,2.60000000000000 
3694,1,4,4,0.77777777777778 
289,1,4,4,0.90410958904110 
4344,4,1,1,1.06250000000000 
154,5,3,9,1.38461538461538 
3643,1,4,4,0.90410958904110 
993,4,3,3,1.50000000000000 
2013,1,4,3,0.73333333333333 
949,1,4,1,1.12068965517241 
4477,5,9,3,1.46153846153846 
3740,1,4,4,1.00000000000000 
3746,2,1,1,1.38461538461538 
305,1,4,4,0.86956521739130 
908,1,4,4,0.93333333333333 
785,1,4,4,0.90410958904110 
3738,3,3,3,0.66000000000000 
135,5,1,1,0.71264367816092 
4397,1,4,4,0.88888888888889 
3747,5,2,2,0.90000000000000 
1958,2,1,2,1.00000000000000 
3851,1,4,4,0.86956521739130 
4375,5,3,9,0.75000000000000 
139,1,4,4,0.77777777777778 
804,1,4,4,1.38461538461538 
3061,1,4,4,1.43243243243243 
351,1,4,4,0.96774193548387 
719,1,4,4,0.93333333333333 
352,2,3,3,0.96774193548387 
1059,5,9,2,0.88571428571429 
457,1,4,3,0.88571428571429 
1088,2,2,2,1.06250000000000 
907,2,1,1,0.96774193548387 
4591,2,2,2,0.97297297297297 
3771,2,2,1,0.96774193548387 
2687,2,1,1,0.80882352941177 
3732,5,1,1,0.83333333333333 
4345,1,3,3,0.81481481481482 
3765,1,4,4,0.83333333333333 
3761,1,4,4,0.84848484848485 
138,1,3,3,0.82608695652174 
4289,1,4,4,1.12068965517241 
850,1,4,3,0.70212765957447 
3002,1,3,4,0.54545454545455 
3831,1,4,4,1.03030303030303 
939,2,1,2,1.50000000000000 
3788,1,4,4,0.68750000000000 
2938,5,3,2,1.00000000000000 
3880,1,3,4,0.68750000000000 
3944,2,1,1,0.66000000000000 
3781,3,2,2,0.92857142857143 
3994,1,4,4,0.88571428571429 
527,1,3,3,0.77777777777778 
517,1,1,4,0.90410958904110 
734,5,4,3,0.71264367816092 
3864,1,4,3,1.00000000000000 
4484,2,2,1,0.81481481481482 
3654,5,2,2,0.75757575757576 
10,6,4,4,1.00000000000000 
503,1,4,4,1.12068965517241 
3988,1,4,4,0.75000000000000 
3972,6,3,3,0.75757575757576 
133,1,4,4,0.70370370370370 
976,1,4,4,0.88888888888889 
23,2,1,1,0.96774193548387 
279,1,4,4,0.90410958904110 
940,1,4,4,0.73809523809524 
3531,2,1,2,0.78571428571429 
3525,1,4,4,0.94117647058824 
3667,5,1,1,4.00000000000000 
1094,2,3,2,0.66000000000000 
362,2,2,2,0.81481481481482 
296,2,2,2,0.77777777777778 
537,1,4,4,1.00000000000000 
3342,1,4,4,0.93650793650794 
481,2,2,1,0.54545454545455 
2312,2,2,1,0.87301587301587 
4620,3,4,4,0.93333333333333 
84,1,4,4,0.73333333333333 
447,5,9,9,0.93650793650794 
269,2,1,2,1.75000000000000 
71,3,2,2,0.90410958904110 
4091,1,4,4,0.69230769230769 
1847,1,4,4,0.68085106382979 
1744,1,4,4,0.77777777777778 
3836,6,3,3,2.00000000000000 
3034,5,3,4,1.66666666666666 
4190,1,4,4,1.00000000000000 
3194,2,1,1,0.90410958904110 
4603,2,3,3,0.75000000000000 
4256,6,3,3,0.92857142857143 
3498,1,4,4,0.73333333333333 
4627,2,1,1,0.54545454545455 
4852,2,2,3,2.10000000000000 
1597,3,3,3,1.43243243243243 
2266,5,3,2,0.97297297297297 
2275,1,3,3,1.11111111111111 
4526,1,4,4,0.96774193548387 
884,1,1,4,0.93650793650794 
2437,5,9,9,0.96774193548387 
962,1,4,3,0.80882352941177 
2705,2,1,1,0.68085106382979 
2746,1,4,4,0.80882352941177 
4175,1,4,4,1.12068965517241 
1978,1,4,3,0.93650793650794 
2774,1,4,4,2.40000000000000 
2890,2,3,3,2.40000000000000 
2468,1,1,4,0.68085106382979 
2000,2,2,3,0.83333333333333 
4453,1,3,3,1.03030303030303 
1948,2,3,3,0.92857142857143 
2966,3,1,1,1.40000000000000 
1842,1,4,4,0.93650793650794 
3489,1,4,4,1.75000000000000 
4110,1,4,1,0.86956521739130 
1135,1,4,4,0.71264367816092 
1850,3,3,2,1.00000000000000 
617,1,4,4,0.87301587301587 
3834,1,3,4,0.96774193548387 
2414,1,3,4,0.68750000000000 
364,1,3,3,1.25000000000000 
3750,2,1,1,0.66000000000000 
1921,2,1,1,1.12068965517241 
3203,1,3,3,1.50000000000000 
3385,2,2,2,1.66666666666666 
701,1,4,4,0.93333333333333 
562,5,1,1,0.88571428571429 
3453,4,1,1,1.75000000000000 
988,2,1,1,0.80882352941177 
3129,2,1,1,0.75000000000000 
3124,1,3,3,1.03030303030303 
4155,2,2,2,1.03030303030303 
2477,1,4,4,0.80882352941177 
420,4,1,9,0.80882352941177 
2298,1,3,3,1.06250000000000 
4283,1,4,4,0.90410958904110 
4264,2,1,2,1.05555555555555 
2336,6,9,2,0.97297297297297 
2494,2,2,1,0.80882352941177 
4654,1,4,4,0.66000000000000 
121,6,1,1,0.71264367816092 
3962,1,3,4,0.93333333333333 
4121,1,3,3,0.83333333333333 
1435,1,4,4,1.11111111111111 
1487,2,4,4,1.63636363636363 
735,3,2,2,0.77777777777778 
3380,1,4,3,1.88888888888888 
3862,4,3,3,0.84848484848485 
3886,1,4,4,0.80882352941177 
3308,1,4,4,1.15384615384615 
2730,3,3,3,1.20000000000000 
3557,1,4,4,0.87500000000000 
4253,1,2,2,2.50000000000000 
1229,5,3,3,0.77777777777778 
2895,2,2,2,2.66666666666666 
3586,1,4,4,0.71264367816092 
1688,3,9,3,0.93650793650794 
89,1,4,4,2.40000000000000 
2288,1,4,4,1.20000000000000 
253,1,4,4,1.88888888888888 
3725,1,4,3,0.73809523809524 
2947,1,4,3,1.03030303030303 
2119,1,4,4,0.93333333333333 
2380,6,3,2,1.50000000000000 
695,2,1,1,0.96774193548387 
787,1,4,4,0.93650793650794 
3978,2,1,1,0.77777777777778 
1169,5,3,3,0.96774193548387 
1405,3,2,2,1.43243243243243 
1021,1,4,4,1.06250000000000 
4076,2,1,1,0.43750000000000 
4353,1,4,4,0.73809523809524 
188,1,4,4,0.81481481481482 
2289,1,4,4,0.84848484848485 
2903,1,4,1,0.68085106382979 
647,2,1,1,1.43243243243243 
171,2,1,1,0.93650793650794 
844,2,2,1,1.12068965517241 
1147,3,1,1,0.93650793650794 
3278,2,2,9,1.10000000000000 
3376,3,4,4,1.63636363636363 
2593,1,3,4,1.20000000000000 
2740,1,4,4,0.80882352941177 
378,1,3,3,1.43243243243243 
196,3,3,3,0.93333333333333 
2009,5,3,1,0.73913043478261 
4561,1,4,4,0.70212765957447 
235,1,3,3,0.75000000000000 
3006,2,3,3,0.81481481481482 
965,2,2,2,0.70212765957447 
3245,4,1,1,0.93650793650794 
4622,1,4,4,1.06250000000000 
2953,1,9,9,1.03030303030303 
3520,5,3,2,1.03030303030303 
3925,1,4,4,0.73333333333333 
1015,1,4,1,1.63636363636363 
1438,1,4,4,0.86956521739130 
4438,1,4,4,2.10000000000000 
377,1,4,4,1.40000000000000 
1657,1,4,4,0.93650793650794 
2104,6,2,2,0.68085106382979 
619,1,4,4,0.71264367816092 
2194,1,3,3,0.94117647058824 
36,1,3,3,0.90410958904110 
3993,1,4,4,0.90410958904110 
2994,2,1,1,1.75000000000000 
478,4,1,1,0.73809523809524 
3095,2,3,3,0.54545454545455 
2978,6,3,3,1.50000000000000 
852,1,4,4,0.68750000000000 
2865,1,4,4,0.81818181818182 
576,6,4,4,0.66000000000000 
3467,1,4,4,0.90410958904110 
2105,1,4,4,0.73913043478261 
1892,5,3,3,0.96774193548387 
1707,3,3,9,0.88571428571429 
1716,2,1,1,0.93650793650794 
4208,1,4,4,0.69230769230769 
3848,1,4,4,0.68750000000000 
1294,2,1,1,0.90410958904110 
4559,1,4,4,1.00000000000000 
4576,1,3,4,0.71264367816092 
3871,5,1,1,0.96774193548387 
3075,3,2,2,0.96774193548387 
4278,2,1,1,0.93333333333333 
709,1,4,4,0.90410958904110 
1778,1,4,3,0.78571428571429 
4007,3,2,1,1.43243243243243 
4124,5,9,1,0.93650793650794 
1763,1,3,4,0.73333333333333 
4334,5,2,2,0.81481481481482 
1833,1,4,4,0.68750000000000 
2195,5,2,2,1.00000000000000 
2235,1,4,3,1.06250000000000 
1044,4,3,3,0.73913043478261 
670,1,1,4,1.00000000000000 
310,1,4,4,0.90410958904110 
1953,1,3,4,1.50000000000000 
391,2,2,2,1.30769230769230 
4722,1,3,4,4.50000000000000 
4632,1,4,4,0.83333333333333 
2290,2,2,2,0.77777777777778 
1808,3,3,3,1.30769230769230 
2353,1,4,4,0.88571428571429 
1387,1,3,3,0.70212765957447 
1560,3,2,1,1.40000000000000 
1777,2,3,3,0.92857142857143 
3344,1,4,4,0.83333333333333 
338,1,4,4,0.75757575757576 
1607,1,3,3,1.50000000000000 
145,5,3,3,1.06250000000000 
2319,1,4,4,0.88571428571429 
4380,1,4,4,0.77777777777778 
1675,3,2,2,0.71264367816092 
1166,2,1,1,0.75000000000000 
2616,2,2,1,1.05555555555555 
2321,1,4,1,1.12068965517241 
312,2,9,9,0.75757575757576 
414,1,4,4,0.96774193548387 
969,1,4,4,1.06250000000000 
1050,1,4,4,1.20000000000000 
1280,1,4,4,0.80882352941177 
1383,4,1,1,0.77777777777778 
1913,1,4,4,0.78571428571429 
1934,1,4,4,0.71264367816092 
2087,2,2,2,1.11111111111111 
3935,2,3,9,0.96774193548387 
2582,1,3,4,3.66666666666666 
2478,1,3,4,2.40000000000000 
4212,2,1,1,2.50000000000000 
4309,1,4,4,1.63636363636363 
4361,1,3,3,1.12068965517241 
4196,1,3,4,0.77777777777778 
2606,2,1,2,1.05555555555555 
1197,2,1,1,0.92857142857143 
4515,1,4,4,1.12068965517241 
4602,3,3,4,1.12068965517241 
2608,1,4,4,1.05555555555555 
1529,1,4,3,0.78571428571429 
4572,1,4,4,1.12068965517241 
2072,6,3,3,1.10000000000000 
247,1,3,3,2.00000000000000 
1006,2,9,2,0.94117647058824 
1612,1,3,4,0.75000000000000 
3399,1,4,4,0.88571428571429 
1673,1,3,3,1.43243243243243 
731,3,1,1,2.50000000000000 
770,5,2,3,0.70370370370370 
1679,1,3,4,1.12068965517241 
2944,3,1,1,1.88888888888888 
4636,1,4,3,1.12068965517241 
3701,1,4,4,0.71264367816092 
3873,1,3,3,0.96774193548387 
997,2,1,1,0.81818181818182 
3175,1,4,4,0.97297297297297 
3519,1,4,4,0.88571428571429 
1227,1,4,4,0.73809523809524 
1384,3,2,2,0.96774193548387 
2412,2,3,2,0.87500000000000 
3288,5,2,2,0.87301587301587 
3220,6,4,4,0.70212765957447 
3828,1,4,4,0.71264367816092 
4338,1,3,4,0.71264367816092 
1065,5,2,2,1.00000000000000 
3689,1,4,3,0.73913043478261 
4243,1,4,4,0.71264367816092 
3089,3,9,3,0.73913043478261 
4251,6,9,9,1.25000000000000 
3645,1,4,3,0.69230769230769 
4383,1,4,4,0.78260869565217 
730,3,1,1,1.43243243243243 
4425,6,3,3,0.73809523809524 
1024,3,3,3,0.87301587301587 
2793,5,2,1,0.68085106382979 
3268,1,3,4,1.50000000000000 
1569,1,4,4,0.94117647058824 
3469,1,3,9,1.03030303030303 
3784,1,4,4,0.93333333333333 
4469,1,9,3,0.96774193548387 
4529,1,3,2,1.03030303030303 
1740,2,3,3,0.80882352941177 
2949,3,2,2,1.43243243243243 
1025,1,4,4,1.11111111111111 
3231,2,2,2,0.77777777777778 
3739,2,3,3,1.46153846153846 
3837,6,3,3,0.75757575757576 
3867,1,4,4,1.12068965517241 
1483,1,3,3,1.12068965517241 
3716,1,4,4,0.73913043478261 
1721,1,3,3,1.03030303030303 
1328,3,9,2,0.96774193548387 
